15	15	1.000000	502.000000	27.000000	502.036682	27.547827	501.933228	28.312216	502.092682	26.740749	501.988708	29.622120	501.960724	30.590200	501.951813	30.561195	501.972351	30.598671	501.861542	30.076485	501.937744	30.208963	501.953339	31.448547	501.888031	31.711863	501.974304	31.174400	501.899597	33.107212	501.867676	33.681473	
15	15	1.000000	522.000000	27.000000	522.005554	27.945755	521.968567	23.080114	522.002808	20.117153	521.992859	20.351751	522.020691	19.235380	521.997559	18.747906	522.006104	15.448062	521.998840	15.361605	521.939575	16.066612	521.936401	15.422371	521.963501	12.134808	521.900635	11.289021	521.847656	5.015061	521.861450	8.763938	
15	15	1.000000	502.000000	32.000000	502.046509	32.588882	501.986084	33.673054	501.981262	31.479000	501.994202	34.340126	501.946869	35.009796	501.980957	36.201454	501.954559	36.952034	501.949982	36.934998	501.915039	37.667950	501.886932	35.088455	501.941620	36.437866	501.979553	32.529045	501.980988	34.856789	501.936279	35.108112	
15	15	1.000000	522.000000	42.000000	521.985229	43.869366	522.023010	42.938076	522.074585	41.782646	522.110107	41.942657	522.037048	41.796215	522.091492	40.227703	522.068726	39.891987	522.061584	39.138172	522.074951	38.989651	522.104919	39.464314	522.083374	38.089874	522.097961	39.619469	522.161682	38.475239	522.058716	38.337444	
15	15	1.000000	517.000000	67.000000	517.080322	66.557632	517.016785	66.031723	517.049866	66.781746	517.047180	66.902710	517.048401	67.641022	516.933228	69.997543	516.987549	68.776176	517.017090	69.192139	516.959839	70.806450	516.937866	71.752922	516.915161	70.947372	516.930542	71.131081	516.949158	70.243668	517.009949	69.647408	
15	15	1.000000	517.000000	77.000000	517.032227	74.643456	517.068420	72.287712	517.134277	71.108063	517.098083	72.404808	517.132141	72.351128	517.021484	74.945381	517.041504	75.986710	516.994690	75.672127	517.063232	76.860481	517.056641	75.506836	516.987671	77.778419	516.887756	80.751534	516.857605	80.093765	516.922913	80.236992	
15	15	1.000000	227.000000	167.000000	226.936081	166.980362	226.995850	166.992264	226.913986	167.024536	227.150665	167.058655	227.155609	167.033005	227.101929	166.982651	227.079987	167.026398	227.029083	167.054184	227.090912	167.063614	227.108917	166.911057	227.095688	166.992966	227.048767	167.039474	219.651505	171.208893	218.537216	177.082306	
15	15	1.000000	222.000000	172.000000	221.985901	171.899796	221.957626	171.964706	222.044998	171.885040	222.053909	172.002121	222.041626	172.100296	222.074829	171.967102	222.003784	172.004196	221.995102	171.955368	222.024841	172.043167	222.026718	171.987564	222.072388	171.997711	222.059357	171.966888	211.393112	177.756226	211.721436	196.959381	
15	15	1.000000	227.000000	172.000000	226.946365	171.885361	226.998734	171.949738	227.019684	171.953537	227.093063	172.011719	227.095276	172.003006	227.063934	171.938416	227.087784	172.021286	227.046814	172.010406	227.051117	172.020416	227.121246	171.948456	227.127426	171.997650	227.120270	172.005341	217.710999	178.116547	223.063553	180.344681	
15	15	1.000000	227.000000	177.000000	226.978104	176.936005	226.994492	176.945435	227.072906	176.954529	227.087784	176.963699	226.949356	176.892975	226.975449	176.879120	226.949661	176.823792	226.964859	176.890869	226.965271	176.882294	227.034119	176.939941	227.047531	177.010635	227.076614	176.965714	216.487717	187.130280	216.478531	189.065308	
15	15	1.000000	232.000000	177.000000	231.880905	176.967316	231.871918	177.019272	231.973099	177.036331	231.876953	177.035034	231.873856	176.983841	231.876984	176.883438	231.896515	176.961029	231.811020	176.909470	231.833908	176.939362	231.866272	176.995712	231.905624	177.096817	231.915939	177.061874	227.694855	185.392105	236.526703	185.380203	
15	15	1.000000	172.000000	182.000000	171.290207	182.177261	171.040070	182.040131	170.980911	182.054001	171.189484	182.037399	171.412476	181.910843	172.930038	181.541382	174.011703	181.216415	177.596725	180.279526	183.174774	178.970428	186.958054	177.966309	192.751190	176.867783	195.042664	175.960190	204.007721	210.599213	204.145615	208.001938	
15	15	1.000000	177.000000	182.000000	176.184998	182.256454	175.976013	181.997375	176.012100	182.145554	176.131561	181.987793	176.401138	181.689972	178.415344	181.900635	179.369614	181.405106	183.274353	180.785172	189.032669	179.295029	191.623306	177.253494	192.911606	172.410660	193.080948	172.353683	201.314865	216.436127	201.344971	215.006729	
15	15	1.000000	182.000000	182.000000	180.949692	181.832077	181.030609	181.897278	180.840332	181.637711	181.185394	181.752304	181.189789	181.372162	183.027649	181.506409	184.069000	181.208374	187.740891	180.852814	189.616562	176.439301	190.212601	173.704697	191.335724	172.081360	191.735718	172.412704	199.222565	216.184479	199.232803	215.183960	
15	15	1.000000	227.000000	182.000000	226.876495	181.945358	226.992828	181.996185	226.992630	182.002747	227.011063	182.036758	226.875244	181.957047	226.823868	181.895950	226.708237	181.901749	226.732422	181.921432	226.688797	181.890320	226.728104	181.967621	226.821625	182.000122	226.838547	181.891098	216.584259	187.844742	217.481125	189.779770	
15	15	1.000000	232.000000	182.000000	231.876953	181.981125	231.929062	182.032242	231.937485	182.040924	231.949814	182.044708	231.892410	182.023300	231.901825	181.925385	231.876846	181.951126	231.890518	181.939636	231.849777	181.915878	231.909851	182.034637	231.952835	182.035782	231.892258	182.024918	237.426605	183.102539	246.716156	183.489334	
15	15	1.000000	237.000000	182.000000	236.963882	182.033813	237.069016	182.059753	237.076584	182.071686	237.063309	182.027069	237.027466	182.071213	237.046051	181.992416	236.993774	182.045944	237.042252	182.089249	237.040207	182.042145	237.007660	182.076782	237.045975	182.146866	236.975372	182.099625	235.267776	180.735977	242.335785	178.911774	
15	15	1.000000	242.000000	182.000000	242.008148	181.954758	242.105652	182.045944	242.123734	182.080780	242.105011	182.067780	242.158371	182.102234	242.118622	182.097580	242.155090	182.118805	242.250046	182.154968	242.216660	182.171783	242.155518	182.121414	242.190781	182.230667	242.059616	182.169357	240.102158	181.124298	249.071411	181.611145	
15	15	1.000000	247.000000	182.000000	247.004440	181.932831	246.950653	181.987671	247.090317	181.992554	247.048599	181.937027	247.204132	181.998276	247.060028	181.931305	247.111847	182.003479	247.182617	182.025421	247.086258	182.019531	247.209137	182.014328	247.203812	182.057037	247.170776	182.091446	247.730759	181.817825	252.942184	180.354034	
15	15	1.000000	162.000000	187.000000	161.383514	187.103546	161.015564	187.054016	161.005997	186.835083	161.330505	186.727234	161.630493	186.621750	162.913803	186.079681	163.753006	185.726120	167.048477	183.780319	172.708694	181.400024	176.109619	179.916519	187.655441	177.047119	194.272827	176.792938	201.379089	209.491592	201.386703	208.812744	
15	15	1.000000	167.000000	187.000000	166.496307	187.072632	166.205551	186.947021	166.278824	186.792252	166.464523	186.672012	166.759293	186.560425	168.271942	185.934479	169.040619	185.676407	172.731522	183.970490	178.749771	181.680710	182.246063	180.555878	192.737854	178.075058	196.755173	177.167465	199.634262	198.025146	199.763290	199.161896	
15	15	1.000000	182.000000	187.000000	180.714233	186.816772	181.012146	187.032349	180.657242	186.714767	180.940552	186.791534	181.284897	186.794388	182.590851	186.669327	184.027069	186.612274	187.136337	185.642578	192.646927	183.425842	192.355972	179.091202	196.281036	173.507217	196.638443	173.064865	203.128006	215.284195	203.206833	213.384903	
15	15	1.000000	187.000000	187.000000	186.445740	187.127197	185.769104	186.785141	185.621094	186.770508	185.847580	186.794495	186.274261	186.775223	187.705338	186.536682	188.407089	186.341782	190.586777	184.739746	190.819717	178.455505	190.579422	174.407013	190.986435	172.465317	191.386429	172.796661	199.620346	216.568436	199.638672	215.217804	
15	15	1.000000	202.000000	187.000000	202.108047	187.142853	202.092407	186.977844	202.131760	187.053146	202.104889	187.004028	202.020279	187.015945	202.133942	187.105804	202.112045	186.927139	202.034821	186.947968	202.168411	184.732834	202.298065	181.535873	203.574356	171.723389	203.916443	170.262497	201.805527	203.355118	201.817474	203.289520	
15	15	1.000000	207.000000	187.000000	207.030869	186.855499	206.992004	186.746277	207.040207	186.673553	207.019867	186.707306	206.989548	186.855667	207.066742	187.162552	207.081116	187.317535	207.099380	187.651337	207.124161	186.841644	207.216293	184.909897	207.756454	175.222443	207.954636	171.359894	206.600693	199.722046	206.655197	200.121277	
15	15	1.000000	212.000000	187.000000	212.038300	186.905426	212.035965	186.855759	212.022644	186.805893	212.023254	186.818573	212.009521	186.943451	212.060394	187.228622	212.137665	187.510361	212.655151	188.561768	212.761215	189.086548	212.876480	187.785233	213.167816	179.784073	213.136246	173.351425	210.713699	184.007080	211.783936	188.125031	
